Country,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
CAN,1.90843194590616,-5.03823343468899,5.95052802804381,4.18903628100851,1.52874550838358,1.55479521049516
DEU,0.977734697038784,-4.13191443239947,3.90999994204108,1.8092581243061,-0.869647578573321,-0.495851897260366
GBR,1.25629899760824,-10.047896637362,8.5431118453255,5.14970388522993,0.271650048355255,1.1264226705118
IND,3.87143694070356,-5.77772470686801,9.68959249192875,7.60936497768895,9.19075493028345,6.49476552383821
JPN,-0.402169200894946,-4.16876457146743,2.69657404187188,0.941998775483285,1.47503481053384,0.104309021773304
USA,2.58382533412825,-2.16302914036166,6.05505293244555,2.51237531986017,2.88755600749487,2.79300127716779
